,rating,rating_title,rating_description,rating_pros,rating_cons
4014,3.0,A Culture of Silos,"Astonishing focus on silos even within functional business units.  Cross-team collaboration limited to the network of relationships that you develop yourself.  Unlimited supply of middle-management resources.  The company can afford extensive duplication of effort and never misses an opportunity to exercise that preference.  Apple's core capabilities are world-class consumer device design coupled with great supply chain management.  Yes, the supply chain management piece is outsourced.",Great gig if you land in a decent group.,Excruciating gig if you land in a typical group.
4015,5.0,"Work culture is phenomenal, the people I worked with made my days go by quicker","I loved the people I worked with! My managers always had my best interest in mind. Career advancement is a possibility and changing rolls once hired is not hard to do, as long as there is the position available. Working with customers can make or break your day. For busy season or special holidays where you have to work, food is usually provided.",Discounts on Apple items,You have to follow all the rules
4016,4.0,Agradável,"ótima empresa, benefícios acima da média e função Ok.",beneficios,RH confuso e pouca oportunidade de promoção
4017,5.0,Amazing,Is an amazing company to work for they have a lot of Cora values that you could learn and use in your every day to day life as well as your work life is great to have a work life balance the people are there to provide service to customers and learn at the same time on top of you getting the stock and working for the number one company in the USA,,
4018,5.0,Productive and organized place,"I learned to have a lot of patience with clients and developed a lot of problem solving skills to avoid having customers to repeat themselves. Working at apple helped me to develop multi tasking skills being able to differentiate the types of problems within the device, thus proceeding to troubleshoot.",,
4019,4.0,goodgood,"good place to work , friendly      .  bonus and you can do over time",,
4020,4.0,Work from home,It was a telecommute through a vpn. Typically it was a very relaxed job. You get up and log into the iMac they send you to use and get calls via a dedicated phone line.  Calls are tech support issues. Hardest part is to be able to resolve issues without somebody to bounce the issue off of. All in all a pretty awesome job.,,
4021,2.0,check the mobiles and diagnostics,we are working in apple to check the mobile and the dignostics of these devises and also check physically damages and then we pass the units or fail it according to the fail codes.,free,no
4022,5.0,Amazing company that is emplyee and customer focused,"Assist customers and come up with viable solutions to their issues whether software or hardware related. Learned the core Apple values to provide the best Apple experience, learned how to communicate and be empathetic with various types of customers, and learn how to communicate and support your teammates and the overall team. The management does tend to micromanage at times, which plays as an obstacle for the overall Apple experience for the customers that we serve. The workplace culture is quite welcoming as the team welcomes everyone with open arms and an open mind. The hardest part of the job is when a viable solution can not be determined or the customer, or when a customer does not agree with the solutions that are provided for them with their best interests. The most enjoyable part of the job is finding the perfect solution(s) for the customer and having them not only look at you as their technician, but as a trustworthy friend, and they leave with a huge smile on their face.","Great Benefits, Discounts, and Work Culture",Micromanagement as managers don't relate to the various job titles that are being performed at times
4023,3.0,great place,was a very good job enjoyed to learn different pros  and cons about the company but the overall experience was great and I really really did learn a lot from the company,,
4024,5.0,review,Very diverse and filled with opportunity of development. Apple is viewed as a high demanding  environment. Apple offers creativity for their employees and customers. It is the new gathering place!,,
4025,4.0,productive workplace,Easy and fun. The work day is really simple. Basic call center position. One hour lunches and two thirty minute breaks. Managers are helpful and want to see you succeed.,long breaks,
4026,5.0,Great place to work,"They provide excellent training , the opportunity to work from home, career advancements and open communication with management.  Great benefits and updated devices to work with.",Great benefits,Isolated working from home.
4027,5.0,great place to work for young adults,great place to work if you are young and tech savvy. the management is easy to work with and deeply care about your time and effort at Apple. its very fun to work at such an innovative company.,,
4028,4.0,work life,work life/home life was poor.  managers were not on the same page as far as following procedures..   great benefits. lots of training/testing. rewards for performance are Nice .,,
4029,3.0,"Fun, creative place to work, but can be stressful","Apple has a great culture and environment to learn, and grow, for yourself and for customer. .   It can be very fulfilling introducing someone to technology for the first time,  either for themselves,  their family and friends, or even their business. .   As much as it is fun to train, learn, and experience the technology ,  introducing new users for the first time. But with Apple a popular destination, the retail store can be very demanding and stressful.  It is with strong passion and empathy can you get through it for yourself, the customer, and the company.",Lots of benefits,Pay isn’t to high
4030,4.0,Lovely workplace,"A lovely workplace with great benefits. The job can be a little stressful, but it makes up for it in good employee culture. I would recommend this job to someone that is interested in quick advancement!","Benefits, long breaks, overtime","Inconsistent hours, standing, too ma"
4031,5.0,Would recommend for anyone ready to work with a company that really takes care of their employees.,"Loved working for Apple, but finally decided working from home wasnt for me. If there were at the time other options to apply for after my move, I would still be with the company.",,
4032,5.0,The Best Job Ever,"Working at Apple was a great experience. Work never felt like work because I loved what I did and I loved interacting with the public.  The store was always electric, although others may say crazy.  I'd say electric because the experience was exhilarating.  .  The managers were all great and they were never above doing what they asked of their employees. .  The benefits and pay were amazing for a part time job.  .  Working for a company with a brand such as Apple and experience to match that brand made me want to stay forever.  .  This is a job I truly miss and I am thankful for the opportunity that I was given!",Work environment,Parking
4033,5.0,"Driven, hyper focused company, changing the world.",Apple has been an excellent working environment. I've learned and grown both personally and professionally. Cross functional collaboration is executed well and the teams all work towards the same mission.,,
4034,5.0,Do not wish to review,The At Home Advisor position is relaxed at least until the phone starts ringing. .  I learned a ton..  Management was excellent. .  Workplace culture was excellent given that it as at home. .  Hardest part of the job id angry customers.  The most enjoyable part of the job is resolving customer's technical issues.,,
4035,5.0,Best job I've had,Apple care for their employees and it makes such a refreshing change to the average job in the UK. They respect each and every employee and always go above and beyond to help you to be successful in the company.,,
4036,5.0,Fun At Home Work Position,I loved working for people and helping them resolve technical issues. Rolling out the bed and into work is the most exciting thing possible. Also making someone else's day light up by resolving a simple tech issue.,At home,No cons
4037,5.0,Great Company,I recommend working for Apple. The education division is a good place to start. I felt like I was making a difference for students in K12 and HiEd. Products are second to none.,,
4038,3.0,Great Company & Culture,"I appreciated my time at Apple. It was an amazing job to work at while going to school. I grew in many ways and it taught me to think critically, to take ownership of my career, and to deal with any type of experience that would come my way. I would say, however, that I did not find advancing in the company easy nor, at times, welcomed. I felt there was an encouragement to grow, but stay in your lane at the same time. Having said that, the benefits and company culture was amazing and I loved my co-workers.","Benefits, pay, flexibility, company culture, brand","Not easy to advance, promised things with no follow through"
4039,5.0,Apple is Apple,Apple taught me about what it was like to be apart of something great and work for a company that that is ahead of all others in innovation. It taught me the power of feedback and how to be better about receiving that.,It's Apple,You can only go so far.
4040,5.0,"Great people, great culture, great job","I was a Mac Genius, my job was to help people with their Macs if they ever had any har.   I have never worked for company that has invested in its people so much. 10/10 would recommend.",,
4041,4.0,"Fun environment, met some amazing people","Retail job. So dealing with the general public everyday was draining. Learned a lot of tangible and soft skills. Management can be overbearing and you can get stuck in one role for a long time. But overall, I would recommend.",Discounts,Over worked
4042,3.0,muy agradable,"Muy profesionales aunque exageran en los procedimientos, considero deberian adecuarse, un proceso diferente para cada necesidad de cliente asi se optimizarian tiempos de respuesta.. se  deberian independizar TechPeople de Ishop",los laboratorios estan muy bien,que son horarios de sucursal
4043,1.0,Total disconnect,They use the shot gun approach to hiring and projects always hoping to land a winner. No employee development.. Zero structure in any department. Not a fun place to work,,
4044,4.0,Great People and Fun Environment,"For the most part, Apple Retail is a great place to work. As with any job, you only get out what you put into it. I formed many great friendships and learned a great deal of customer service skills while there.",great products to sell/repair/teach,it is retail-crazy dynamic shedules
4045,4.0,Productive positive enviorment,Apple computer refurbishing distribution center is a fast pace business alot of problem solving and customer relations issues addressed due to water house accessibility and convince. I recommend that anyone seeking full-time ware house work should consider and apply for a position it was an excellent experience.,On site break rooms with free lunch,Over time is not guaranteed to certain individuals based on work station
4046,5.0,A Good Opportunity To Work,For me apple inc is really a good place to work right now i am working with apple inc as an iPro in Gujarat (India) and its really a good experience..,,
4047,5.0,"A productive, fast pace work place. And I would tell others about working at Apple. And I have told friends about Apple too (3 friends).,","Majority of the people have positive attitudes and we all work well together, even the leads and trainers too. Work is easy, fast and well explained..",,
4048,5.0,Good place,"Great company, management is ok, overall a great culture. Very nice office environment and flexible work from home in some positions. Great product discounts.",,
4049,5.0,Awesome Job,Really good job for development. I enjoy working with my peers and its great for individuals that are going to school because they can be flexible with your hours.,,
4050,3.0,Open atmosphere. Constant engagement with team members and consumers.,Non-stop engagement with internal and external customers. Learning atmosphere. Get to know people on a daily basis. Toughest part is to get team members to acknowledge customers and prioritize work from internal personal conversations. Most enjoyable is ability to get to know people and further develop as a person.,,
4051,5.0,Technical,Highly technically volatile organization. Enjoyed working in this organization. Priorities changes on a daily basis. Customer centric and focussed more towards customer satisfaction.,,
4052,5.0,One of my favorite jobs,"I loved working for Apple. I found that they helped drive personal development, good communication within the team, and a bit of healthy competition. It was a really fun environment. You work with customers throughout the day - many of which don't understand the products very well or are pretty frustrated. The most important thing is that you enjoy relating to people, helping them find solutions, making technology relatable for them and assisting their understanding of their issues. The role involves a lot of patience and a great attitude. I loved the team and the behind the scenes culture. I made a lot of great friends working there who I'm still in touch with years after being in the role. The best part about the job is the people and the brand. Apple is an amazing brand and no matter where in the world I travel to I now feel at home at the Apple  retail store.","Flexible, amazing benefits, great culture, great people, fun",Mentally tiring
4053,5.0,The Best Job Ever,"Working at Apple was a great experience. Work never felt like work because I loved what I did and I loved interacting with the public.  The store was always electric, although others may say crazy.  I'd say electric because the experience was exhilarating.  .  The managers were all great and they were never above doing what they asked of their employees. .  The benefits and pay were amazing for a part time job.  .  Working for a company with a brand such as Apple and experience to match that brand made me want to stay forever.  .  This is a job I truly miss and I am thankful for the opportunity that I was given!",Work environment,Parking
4054,3.0,Opportunities for growth,"Working for Apple as a retail Specialist is a stressful but fulfilling job so long as you value connecting with people and building relationships while you earn your paycheck.  The company has tides of ultra-corporate and a pseudo ""mom and pop"" feel, which can be frustrating to navigate without prior experience.  Definitely the most intellectual workplace I've been involved in, and I'd possibly return, however people quit their management, not the job, so the likelihood is low.",,
4055,3.0,Gets the Bills Paid,"The schedules are not flexible, the calls are jam packed all day and all night. But you make good money and have great benefits. I worked from home so that was cool",Working from Home,Calls back to back
4056,5.0,Culture,"Apple is the sole of a great company. The employees work together to better the products and personnel.  I would never give up the 4 1/2 years of amazing team building, educational periods and customer interaction.  Apple made me understand what a top notch company should be. To be welcomed back by just calling will always be my greatest accomplishment.",,
4057,3.0,"Wonderful Co-Workers, Sad Managment",My team members are wonderful. But there is just no support and lack of communication with the leadership team.  Amazing benefits though. I have fun often but there just isn't enough pay and support.,,
4058,5.0,wonderful company,loved working here. best work environment. passion for their internal and external customers. they offered the best benefits of all the employers I've ever worked for.,,
4059,5.0,Excellent Job!,Amazing job! The coworkers were all very creative. Managers were very easy to get along with. Theres a code of providing fearless feedback which I love and should be added to all companies!,Culture,Budgets
4060,3.0,Difficult to get ahold of.,"It was very hard to get ahold of. I left messages, they were returned more than a week later. Just was not an ideal situation. I was put in job position that i was not trained for.",,
4061,5.0,Fun workplace,"Great work place, My managers were extremely fun and sometimes allowed me to take hour lunches if necessary. Wasn't a complicated process to ask for overtime, I can just text my manager and ask to come in. Sometimes overtime was mandatory if a new iphone or iphone software was coming out. It's easy to rack up paid time off, especially if you enjoyed doing overtime and is always at work",Sometimes hour lunches. Pizza parties. Free snacks on long days,Cant get a permanent schedule change until 90 days i believe
4062,3.0,Micromanaged,"Coworkers are awesome. you'll make great friends with everyone. always ask your coworkers for help instead of the managers, they will always be willing to help and advise on any situation.","coworkers, pay is good",managers
4063,5.0,Great Company. Great Opportunity,Apple is a great company to work for. They help you learn how to do your job in the most effective manner possible. Your goal is to offer the best customer service possible.,,
4064,4.0,n/a,Apple is an amazing company to work for but the atmosphere is beyond exhausting. I became such an introvert after working here for almost 4 years. I wish it was more fair when it came to having weekends off without needing to request them.,,
4065,5.0,Great Leadership,Amazing job worked there for almost two years and miss them everyday of course all good things come to an end but i enjoyed the time i have with them.,,
4066,4.0,Decent for the money,"They provide decent jobs, yet you have to stay on them to produce different job oppurtunities.The job I obtained through them was very short lived. Overall it has fulfilled its purpose as a staffing agency.  Although, I went through the motions to get my W-2 forms to file my taxes this year. And still have not received them.I had to go forward without filing them.",full-time work,short lived position
4067,1.0,bad experience,didn't like management or pay scale. both were very confusing to understand which is why no one understood what they were going to be paid at payday. Ironic,,
4068,3.0,A very varied experience based on location,"I always joke that Apple is like the church, they may be part of the same umbrella, but each location is drastically different. My first experience at an Apple Store was very difficult, fraught with scrutiny, unrealistic expectations, and gossip culture. My second store was much more close knit and friendly, but significantly less results driven",,
4069,3.0,Cool Culture and Benefits,It was good as a job but I felt no career advancement here. I wasn't paid nearly enough for the cost of living. The stock options are nice but the take out taxes because of them.,,
4070,4.0,Great Culture,"Great Culture, great people. You have to really ooze corporate culture. With that said, I did enjoy my time at Apple and would highly recommend to someone looking to spend some time working there.",,
4071,4.0,Good place to work,"A good place to work, and get a promotion, lots of benefits, and a good place to grow, I would recommend this company to anyone who want to go place and improve their skills",,
4072,4.0,"Fast-paced, collaborative, engaging place to work","Apple Retail is a great company to work. You have multiple opportunities for growth and you learn a lot about a number of areas. It is fun to work and interact with people from all different cultures and backgrounds. Upward mobility is a bit tough/convoluted due to the nature of retail. So if you are in for the long haul it's great, but don't expect to are to get promoted relatively quickly. Overall, Apple is a great company to work for and I would recommend it to anyone willing to learn and work hard.","Benefits, employee discounts, team environment","Work-life balance, upward mobility"
4073,4.0,Working for Apple,Not your typical workplace. We are a diverse and unique environment with much more to provide then a 9-5 job. There are many opportunities and advances among the company which depends on your desire to achieve such a thing.,"Benefits, Managers, Flexibility",Hours for part-time
4074,5.0,The Best Job Ever,"Working at Apple was a great experience. Work never felt like work because I loved what I did and I loved interacting with the public.  The store was always electric, although others may say crazy.  I'd say electric because the experience was exhilarating.  .  The managers were all great and they were never above doing what they asked of their employees. .  The benefits and pay were amazing for a part time job.  .  Working for a company with a brand such as Apple and experience to match that brand made me want to stay forever.  .  This is a job I truly miss and I am thankful for the opportunity that I was given!",Work environment,Parking
4075,5.0,Fast-paced but supportive work environment,Apple has a fast-paced but rewarding and supportive work environment. I enjoyed working there and being able to assist customers with their technological problems.,,
4076,5.0,fun and productive work place,Its a place where everyone helps each other to grow in the area they are working in. Management was really helpful as well always there to guide you and give you tips to do better.,,
4077,4.0,flexible,"Generally Speaking, Apple is a successful IT company in the world, Under AppleCare management, should have a good relationship with your boss, i think morale is the driven for you to stay the company, so please think wisely before to apply.",,
4078,4.0,Buen ambiente para trabajar,Se debe ser muy rapida para trabajé cobrar y atender a las personas,Seguero médico vale Panamá,No se descansa
4079,4.0,Daily,I learned a lot while working for apple. I was extensively cross-trained on nearly every service Apple offers and eventually became a Senior Advisor. The training was good and very thorough. The benefits were great and management was very knowledgable. Employees seemed to have positive attitudes and worked well together as a team.The hardest part of the job was working two chats at the same time to resolve two separate customers very different issues. The best part of the job was being able to work from home and see my kids so much.,"Benefits, positive people, good management",irritated customers
4080,5.0,One of the best companies I ever worked for,"Great combination of theory, practice, innovation.. Impressing management knowing a lot of innovation and implementable solution.. Pride for the company products and marketing & sales success",Challenging products & solutions,A lot of travelling
4081,2.0,Not the company that values employees,It is a great company in business. However it is not the company that values employees like they claimed.  .  Pros. 1. teammates are nice. 2. great to start as an entry level position.  cons. 1. zero life-work balance: they treat you like a robot instead of human being.. 2. bureaucracy . 3. low efficiency on business decision ( one decision can last 7 years to be made). 4. low chance of promotion. 5. few study or training due to lack of business need. 6. not so competitive benefits . 7. Lack of transparency,,
4082,5.0,Best retail workplace I've been in by a long shot!,Good management and culture. Give and receive feedback well. They look for and advance employees that are thinkers and action oriented innovators. They make it hard to leave.,Benefits are amazing,
4083,4.0,"aappllee is not so bad, the need to be like mindvally","There is always the good and the bad about every place, but apple has a veery supportive culture, great stock and benifits..................................",cool people,to busy not enough people to handle the crowds
4084,4.0,Fun Yet Stressful,"Enjoyed being surrounded by the creative type however, the clientele at this particular location (Century City, CA) are very demanding and make the job more stressful.",,
4085,5.0,Loved working for Apple,"I was actually advanced in different hiring processes because of my proven past and effort. I helped with Today at Apple art sessions and also with Summer Camp. Usually, you must wait six months before consideration of advancement. I was interviewed to be a teacher in the creative department to lead more Today at Apple events. I had to leave due to it being part time but loved the job.",Great support and a great diverse crew,Hard to stay full time because no one wanted to leave!
4086,2.0,All hype,Advancement is possible but it requires some serious networking. Promoting from within doesn't happen that much unless you consider lateral movements an advancement.,,
4087,4.0,Nice Job,Its Apple good job good benefits. I was there for 6 months i had to relocate . Miss the Managers and support staff. i would recommend to anyone  willing to take on responsibilities and tough work,Apple,Hard to move up
4088,2.0,Lack of organization and innovation,"The work at Apple is generally very repetitive, though this is to be expected. The work place environment is very friendly and the people who work there are very nice and respectful. Unfortunately the organization and leadership were often lacking and we rarely had any idea what was going on above us and worst of all management didn't really care about any input from lower level workers, who are, after all, the one's using the systems and software and following and implementing the procedures and policies. Generally a somewhat disorganized and frustrating place to work, albeit still again a very pleasant and not overly stressed day to day work environment. The pay and benefits were not very impressive either and they didn't seem very interested in helping you advance or continue to work for Apple.","Friendly work environment, friendly interesting co-workers","Sub-par benefits, disorganized leadership and management, little opportunity for career advancement, no interest in worker input about job practices"
4089,4.0,it was a part time job,it was overall a job that i meant to join and leave                                                    . apple game me benefits and i made friends there who i still talk to but i like to do jobs temperately and then do something else because i love to try new things.,health,managment
4090,4.0,Overall rating good,I worked from home for Apple. I did enjoy my time there. There was plenty of training as needed. Managers were always there for support. Wages were comparable to other companies.,,
4091,5.0,productive environment,"lots of things to do never a dull moments stays busy, co workers are involved routinely on every day of work and duties on and off the floor , exciting",,
4092,4.0,Best place to work,"I left Apple almost a year ago for another opportunity. I can still say that they strive to live by the motto ""best place to work"".. The company culture is one that allows for change to accommodate everyone.",,
4093,4.0,Good work but don't expect much,Also don't show any kind of negative emotion ever. Seen people let go for short burst of frustration or anger over something very reasonable. Don't count on the job for a long term thing.,,
4094,5.0,Great place to work.,"Overall, the Apple store is a fun and great place to work that is fast-paced and competitive. The team and the culture are what makes Apple what it is and it makes going to work something to look forward to.",,
4095,5.0,The Best Job Ever,"Working at Apple was a great experience. Work never felt like work because I loved what I did and I loved interacting with the public.  The store was always electric, although others may say crazy.  I'd say electric because the experience was exhilarating.  .  The managers were all great and they were never above doing what they asked of their employees. .  The benefits and pay were amazing for a part time job.  .  Working for a company with a brand such as Apple and experience to match that brand made me want to stay forever.  .  This is a job I truly miss and I am thankful for the opportunity that I was given!",Work environment,Parking
4096,5.0,It was a great pleasure.,"I loved working at Apple. It was a great team of people and the projects were challenging and innovative. It was the highlight of my career, I enjoyed the culture and was proud of the work.",,
4097,4.0,Okay first job,They are a good company but the leadership in my store was poor I was in several locations and trust me they are all different  so good some poor but over all it was an experience I’m glad a took,,
4098,5.0,IOS technical support,Work for an organisation like Apple INC is the best experience ever that I would recommend any one with the willing to have a strong training.Great...,,
4099,2.0,Good Team work,"Even though apple doesn't pay well, the management was really good and the Team work was Awesome. I've never had he opportunity to work with a really good team like I had with them. . We still keep in touch.",,
4100,4.0,Love the products,You feel that you're making a difference. The work is challenging and never stops. There are many smart people all around and a lot of teamwork. Benefits are awesome and fun beer bashes.,"smart people, creative, perfectionists",No work/life balance
4101,5.0,Amazing company,"I worked at 4 different Apple Stores over three years and had a wonderful experience at each one. The jobs pay well, the environment is healthy, and there is plenty of paid time off. There are great benefits and the people that you will meet here are amazing.","Paid time off, great people, great pay",Can be stressful at times.
4102,5.0,"Great People, Supportive Management, Cares About Personal Growth",Best job I've had. Always great people that work here. The job is tough but fast-paced and you learn important skills like conflict management and interpersonal communication.,Great Benefits,Schedule
4103,4.0,good entry level job,not a carrer job. you have to work odd hours. best way in retail. very competitive. good benefits. no work life balance. good starting job. not a career job. can feel like a cult,,
4104,3.0,Great Benefits; Very political environment,"As a Technician, my every day job was to assist customers on mobile and mac issues at the genius bar. The environment is very stressful as you're dealing with mostly angry customers with little faith in their products. Apple corporate also is not open at all to its Genius bar employees on certain issues so you can be stuck trying to convince your customer to have faith in their product regardless of the issue. The role isn't very technical at all and does not require too much TECHNICAL skill. In fact, many people I worked with were completely blind to the way hardware and software actually worked. You don't need any formal education (degrees, certification) to be a genius as you learn most things from working day by day. The pay is significantly lower than other technical roles in the market mainly because of the fact that you do not need to know anything technical like (Networking, Unix Systems, etc.) For retail, the pay is great..  Management is very political and the culture is VERY liberal. You must think and be like them to be favored and potentially move up. Going to corporate is almost impossible since most technical corporate jobs require real world technical experience and knowledge. The genius bar just isn't enough and is more of a customer service job than anything.",,
4105,3.0,tras tienda el espacio es muy reducido y normal mente no hay ni en donde tomar agua,"los puestos son bien remunerados pero los riesgos son mayores por que te pueden descontar lo siguiente: falta de inventario, por equipos dañados o por descuentos mal aplicados.",te dan descuentos para que adquieras equipos,nunca autorizan los descuentos para empleados
4106,4.0,Apple Retail,Apple retail is okay for a retail job. Very chaotic and the managers are probably overworked but the people you work with are great for the most part. The pay isn't great so jobs there don't really work out well for those with families or those who live in expensive areas. The benefits are pretty good for retail though.,,
4107,4.0,Productive and fun,"I worked at Apple a long time ago, when I first moved over to California. Work place was fun and productive, it provided a good learning experience. I would gladly go back to Apple if given the opportunity.",,
4108,4.0,"Great company to work for, just don't expect to move up.","Apple was a great company to work for. Met a lot of amazing people there and the benefits were amazing. Only thing is, they claim to want to help you move up and have better opportunities at Apple, but they make it near impossible for you to do so unless you suck-up to the right people. Well this was applicable to the specific store I worked for.","Benefits, amazing people, overtime and the culture.",No opportunity for advancement and managers can be very passive-aggressive.
4109,4.0,Great position for those that can handle stress,90% of the calls that come in are from customers who have a problem and they are frustrated with the product and looking for someone to blame.. After a while is becomes too mentally draining.,,
4110,4.0,Un bon souvenir,"Apple est une boîte américaine, avec un management américaine, qui est quelque chose de très différent de tout ce que j’ai pu commettre en France.. Cela apportera beaucoup d’avantages et quelques inconvénients car le management est un petit peu différent, mais la façon de traiter ses employés et de leur parler et a été pour moi plus que bénéfique.. Je conseille à tout le monde de postuler pour Apple j’ai vraiment passé de belles années","Salaire, avantages",
4111,5.0,Apple,A typical day at work was taking inbound calls from apple customers to help them set up or troubleshoot their device Hardest part of the job was trying to deliver needed information to customers,,
4112,3.0,buena empresa para implementar,"•	Implementacion de Help Desk bajo el estandar ITIL. •	Administración y planeacion de proyectos de TI . •	Soporte a primer y segundo nivel a corporativo y sucursales locales y foráneas en plataformas OSX y Windows.. •	Asignación, control y administración de inventarios de equipo y servicios de area de TI. •	Configuración e implementacion de Active Directory server 2008 y 2016. •	Planeacion y migración de servicios a nuevos servidores . •	Administración de usuarios en altas, bajas y cambios (ERP Multiple Empresarial, Active Directory, Correo, etc). •	Reporteo de niveles de SLA y KPIs. . •	Normalizacion de infraestructura de voz y datos . •	Configuración y puesta en marcha de servicios de datos por VLAN y VPN entre sucursales . •	Configuración y administración de servicios de voz conmutados en sucursales . •	Instalación y configuración de sistema de CCTV. •	Elaboración de manuales, guías técnicas, guías de usuario y documentación de servicios de TI",,
4113,5.0,A good place to work,"Excellent benefits, stock options, flexible working hours, plenty of overtime. Paid holidays and sick leave. A good work environment. Clean and safe facilities. Paid tuition for education.",,
4114,5.0,Great place to work,Responsible for the efficient execution of product allocation in each route to market for the Mac line of business for Apple in the EMEIA region. A root cause analysis was performed on any missed weekly attainment and the head of Apple Operations was provided with an in-depth analysis if weekly attainment was below 95%.,,
4115,5.0,Working at the fruit stand,"I learned so much about the product, and the staff are some of the best people I ever met. The discount was amazing, and I met interesting customers there daily.",good pay/ free bus pass n gym,some bad managers
4116,5.0,The Best Job Ever,"Working at Apple was a great experience. Work never felt like work because I loved what I did and I loved interacting with the public.  The store was always electric, although others may say crazy.  I'd say electric because the experience was exhilarating.  .  The managers were all great and they were never above doing what they asked of their employees. .  The benefits and pay were amazing for a part time job.  .  Working for a company with a brand such as Apple and experience to match that brand made me want to stay forever.  .  This is a job I truly miss and I am thankful for the opportunity that I was given!",Work environment,Parking
4117,3.0,Tech Heavan,"If you are passionate about Apple products and tech in general, this is the place for you! Growth and knowledge within the field is encouraged, and you get to talk tech all day!","Discounts, staff support, hands on training, cool people, diverse","Sales goals, angry customers, passive aggressive management"
4118,5.0,Great place to work,"Great place to work but retail hours are tough and the pay was low for non management..  Wonderful culture, great benefits and supportive work environment.",,
4119,4.0,Great Culture,I enjoyed working at their Data Center though it was brief due to my contract being cut short because I was offered a position that paid more and I couldn't turn it down.,,
4120,4.0,"Great pay, long hours","If you are running a store, expect calls at all hours. There is not a lot of opportunity for advancement above store leaders. They recently eliminated a lot of field positions and are extending the stretch of Market Leaders to have bigger territories.",,
4121,5.0,Working for apple,I enjoyed working for apple support through a third party company. I was any to get unlimited over time where i worked about 20 extra hours overtime. I was then laid off due to apple not needing much people to work. I felt as if i was laid off due to taking so many hours in over time each week.,,
4122,1.0,Poorly ran and taken advantage of,"While i worked at apple, i was given no chance to study at university, by this, i mean i was fired because they were unable to give me (even though i asked countless times) the days off i needed to attend my lectures and seminars. I was also not allowed to say goodbye to any of my colleagues and was escorted out the store by a manager. absolutely ridiculous!",Discounts,Abysmal management
4123,4.0,Great family environment,Great family environment but a very stressful job with a lot of requirements for career advancement. Very customer focused with a do whatever will make the customer happy attitude.,,
4124,5.0,Great,Apple taught me about what is was like to be apart of a team and work for a company that strived for results. It taught me the power of feedback and how to be better about receiving that.,,
4125,3.0,Great if you work hard,"Apple makes great products. Some managers are awful some are great. If you work really hard, you will be rewarded. You cannot expect to be hired and jump in with suggestions - get in, learn your job, do it really well and once you are trustworthy you can start to share your ideas.","Great brand, RSU's",managers are under pressure
4126,2.0,Sitting down all day with very easy job to do.,• Everyday is the same thing unless other lines need help. . • I learned that everybody has to work together to make it work.. • The hardest part of the job is packing because everything has to be perfect and brand new.. • The most enjoyable part of the job is learning lots of different stations and you get to pick where you want to do.,Very good security,Healthcare
4127,5.0,Still perhaps my favorite job ever.,"Apple until today is still possibly my favorite job I have ever had. The creative minds that I am able to surround myself with, the social environment, the constant streams of communication with co-workers and managers with feedback and relationship building all spoke to who I was as a person and allowed me to thrive in an environment where you are required to constantly be on your toes and to think critically about problem solving.",,
4128,5.0,Productive and secure job,Apple is a world class company I m very thank full I m working with apple.my life start with apple.i think I achieve my goal. Really I don't leave a company but sorry I leaved,Free puma coupons,Management
4129,5.0,Good work environment,focus on personal growth and great management. Truly enjoyed working here thus far.  It is a retail environment unlike any other. They are flexible and meet you where you are at.,,
4130,5.0,"Productive, fun, and great place to work and advance.","Productive, fun, and great place to work and advance with lasting friendships. Highly recommend it. Wish they paid a bit more, but otherwise a great place and would easily recommend.",,
4131,4.0,N/a,"Typical day there is badging in, going to your section within the warehouse your supposed to be in and simply sit at your station waiting for a device to come down the conveyor belt.",,
4132,3.0,Not a good place to work,Days were spent being ridiculed and harassed by customers. Management preferred to push internal problems under the rug instead of dealing with them as they stated they would and fired employees that actually wanted to do their job and make a difference.,,
4133,4.0,Love the culture,typical day it work is busy and loud.. learned to handle ambiguity.. management pushes me to grow.. feel empowered to help people.. communicating with customers can be challenging.. every co-worker wants you to succeed.,,
4134,5.0,Perfecto,"todo perfecto muy buen ambiente, incentivador y amable",,
4135,5.0,An Amazing Place to Work,Loved working with my team and the entire work experience. There was always an opportunity to learn and advance and I really would have stayed for 20 years had I not started a family.,,
4136,4.0,Contract work,"I actually was employed through Kelly Services and not Apple so this my be a bit misleading.  However, I did the same job (AppleCare Technical Support Representative) that Apple direct employees did.  I worked from home with a great deal of freedom and I enjoyed the job, helping customers and troubleshooting issues.","work from home, flexible overtime, shift swaps available if necessary","schedules could change with only a day's notice, rarely had two consecutive days off"
4137,5.0,The Best Job Ever,"Working at Apple was a great experience. Work never felt like work because I loved what I did and I loved interacting with the public.  The store was always electric, although others may say crazy.  I'd say electric because the experience was exhilarating.  .  The managers were all great and they were never above doing what they asked of their employees. .  The benefits and pay were amazing for a part time job.  .  Working for a company with a brand such as Apple and experience to match that brand made me want to stay forever.  .  This is a job I truly miss and I am thankful for the opportunity that I was given!",Work environment,Parking
4138,5.0,good company to work for,"Apple is a good company to work for i have worked there for nearly five years about 15 years ago,. management is very friendly and everybody can progress internally, Apple HR are very good",career advancement,
4139,5.0,Productive,My dream is to work as software developer.  And I think it's a good place to build my carrier in this company and Apple company is the top listed company so I wanna be a part in the company,Vehicles fesility,Long hrs
